project_accession,species_latin_name,species_common_name,site_label,original_place_text,resolved_place_text,political_entity,source_artifact_path,source_locator,coordinate_basis,mapping_posture,latitude_text,longitude_text,geocoding_method,geocoder_or_gazetteer,confidence_rationale,coordinate_confidence,paper_doi,paper_url,supplementary_source,chronology_text,time_start_bp,time_end_bp,dating_basis,comparator_context,domestication_context,interpretation_note,support_gap_note
PRJEB44430,Equus caballus,horse,Kazimierza Wielka 6,Kazimierza Wielka 6,Kazimierza Wielka 6,Poland,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row129,supplementary_table_coordinates,mappable_point,50.2741,20.4654,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3500 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Kent,Kent,Kent,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row86,supplementary_table_coordinates,mappable_point,49.202561,75.940728,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3416 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Kents cavern,Kents cavern,Kents cavern,United Kingdom,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row142,supplementary_table_coordinates,mappable_point,50.467709,3.502667,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,14616 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Khantain-tov,Khantain-tov,Khantain-tov,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row105,supplementary_table_coordinates,mappable_point,49.56105,103.2428,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2725 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Kirklareli-Kanligecit,Kirklareli-Kanligecit,Kirklareli-Kanligecit,Turkey,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row41,supplementary_table_coordinates,mappable_point,41.721357,27.225306,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4336 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Kostenki,Kostenki,Kostenki,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row150,supplementary_table_coordinates,mappable_point,51.376,39.071,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,31606 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Kozhai,Kozhai,Kozhai,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row99,supplementary_table_coordinates,mappable_point,49.4,66.75,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5292 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Krasnosamarskoye,Krasnosamarskoye,Krasnosamarskoye,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row152,supplementary_table_coordinates,mappable_point,51.497056,85.9745,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3748 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Krasnyi Yar,Krasnyi Yar,Krasnyi Yar,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row232,supplementary_table_coordinates,mappable_point,53.325935,69.260924,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5194 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Kuyum,Kuyum,Kuyum,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row154,supplementary_table_coordinates,mappable_point,51.497292,85.971322,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2530 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Köşk Höyük,Köşk Höyük,Köşk Höyük,Turkey,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row22,supplementary_table_coordinates,mappable_point,37.847803,34.611841,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,8269 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,La Monédière,La Monédière,La Monédière,France,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row43,supplementary_table_coordinates,mappable_point,43.3667,3.4167,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2567 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Le Closeau,Le Closeau,Le Closeau,France,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row84,supplementary_table_coordinates,mappable_point,48.871883,2.157139,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,12350 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Litovice,Litovice,Litovice,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row118,supplementary_table_coordinates,mappable_point,50.08088,14.23425,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5176 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Magor,Magor,Magor,United Kingdom,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row165,supplementary_table_coordinates,mappable_point,51.578275,2.829228,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2959 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Medvezhiya cave,Medvezhiya cave,Medvezhiya cave,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row267,supplementary_table_coordinates,mappable_point,62.083,58.083,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,36148 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Michuruno I,Michuruno I,Michuruno I,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row179,supplementary_table_coordinates,mappable_point,52.447098,76.794851,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3969 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Miciurin,Miciurin,Miciurin,Moldova,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row74,supplementary_table_coordinates,mappable_point,47.987105,27.788329,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3200 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Miechów 3,Miechów 3,Miechów 3,Poland,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row135,supplementary_table_coordinates,mappable_point,50.35749,20.04609,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3433 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Monostoy-Nuga,Monostoy-Nuga,Monostoy-Nuga,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row101,supplementary_table_coordinates,mappable_point,49.553253,103.277861,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3050 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Morin Mort,Morin Mort,Morin Mort,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row67,supplementary_table_coordinates,mappable_point,46.94125,98.595817,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2815 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Mozgawa 1-3,Mozgawa 1-3,Mozgawa 1-3,Poland,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row139,supplementary_table_coordinates,mappable_point,50.44378,20.51853,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5455 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Nandru Peștera Curată,Nandru Peștera Curată,Nandru Peștera Curată,Romania,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row63,supplementary_table_coordinates,mappable_point,45.807945,22.812173,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,36751 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Nikolskaya,Nikolskaya,Nikolskaya,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row248,supplementary_table_coordinates,mappable_point,55.466667,59.45,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,44950 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Nitriansky Hrádok,Nitriansky Hrádok,Nitriansky Hrádok,Slovakia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row76,supplementary_table_coordinates,mappable_point,48.069502,18.200384,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3633 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Noviye Kluchi III,Noviye Kluchi III,Noviye Kluchi III,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row233,supplementary_table_coordinates,mappable_point,53.338939,51.870031,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3794 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Novoilinka-III,Novoilinka-III,Novoilinka-III,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row240,supplementary_table_coordinates,mappable_point,53.546361,79.350056,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5393 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Novoilinka-VI,Novoilinka-VI,Novoilinka-VI,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row242,supplementary_table_coordinates,mappable_point,53.546361,79.350056,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5167 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Novoil’inovskiy 2,Novoil’inovskiy 2,Novoil’inovskiy 2,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row182,supplementary_table_coordinates,mappable_point,52.6401793,62.7610338,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3782 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Oroshaemoe I,Oroshaemoe I,Oroshaemoe I,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row126,supplementary_table_coordinates,mappable_point,50.157528,48.527694,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,6536 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Ouren,Ouren,Ouren,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row238,supplementary_table_coordinates,mappable_point,53.44725,48.942667,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3746 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Pershinskaya,Pershinskaya,Pershinskaya,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row254,supplementary_table_coordinates,mappable_point,57.45,61.45,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,15427 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Pielgrzymowice 6,Pielgrzymowice 6,Pielgrzymowice 6,Poland,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row123,supplementary_table_coordinates,mappable_point,50.143,20.04672,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3482 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Pietrele,Pietrele,Pietrele,Romania,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row45,supplementary_table_coordinates,mappable_point,44.067779,26.156737,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,6375 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Potapovka,Potapovka,Potapovka,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row245,supplementary_table_coordinates,mappable_point,53.658,50.668444,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3833 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Repin khutor,Repin khutor,Repin khutor,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row91,supplementary_table_coordinates,mappable_point,49.215583,43.904556,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5039 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Ridala,Ridala,Ridala,Estonia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row262,supplementary_table_coordinates,mappable_point,58.4552,23.0326,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2604 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Sagzabad,Sagzabad,Sagzabad,Iran,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row9,supplementary_table_coordinates,mappable_point,35.773,49.938,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3052 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Semenovka 1,Semenovka 1,Semenovka 1,Ukraine,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row66,supplementary_table_coordinates,mappable_point,46.86888889,35.43305556,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,6135 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Serpievskaya,Serpievskaya,Serpievskaya,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row247,supplementary_table_coordinates,mappable_point,54.833333,57.883333,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,19719 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Shiderty III,Shiderty III,Shiderty III,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row166,supplementary_table_coordinates,mappable_point,51.639256,74.654947,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,12408 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Shilikty 5,Shilikty 5,Shilikty 5,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row69,supplementary_table_coordinates,mappable_point,47.237169,84.542033,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2243 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Sholma-1,Sholma-1,Sholma-1,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row251,supplementary_table_coordinates,mappable_point,55.883333,47.491667,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,9450 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Sigarra,Sigarra,Sigarra,Spain,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row40,supplementary_table_coordinates,mappable_point,41.7075,1.54222,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2267 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Sintashta,Sintashta,Sintashta,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row180,supplementary_table_coordinates,mappable_point,52.486359,60.187925,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3806 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Sosnovka,Sosnovka,Sosnovka,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row157,supplementary_table_coordinates,mappable_point,51.566667,45.783333,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3306 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Stránská skála,Stránská skála,Stránská skála,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row85,supplementary_table_coordinates,mappable_point,49.19081,16.6764,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5186 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
