species_latin_name,species_common_name,project_accession,repo_stable_sample_id,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,preferred_sample_label,sample_basis,sample_evidence_status,sample_lineage_path,sample_lineage_locator,sample_lineage_excerpt,sample_identity_resolution,sample_ambiguity_note,locality_text,political_entity,latitude_text,longitude_text,chronology_text
Ovis aries,sheep,PRJEB36540,prjeb36540:uh39,,,UH39,UH39,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row166,"154 | Ulucak Höyük | UH39 | L12C, 94, 215.02, 215.00, LDV | 6500-6000 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh40,,,UH40,UH40,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row167,"155 | Ulucak Höyük | UH40 | L12C, ctd, 94, 215.02, 215.50, LHP | 6500-6000 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh5,,,UH5,UH5,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row143,"131 | Ulucak Höyük | UH5 | Ulucak 14, VI | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh7,,,UH7,UH7,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row144,"132 | Ulucak Höyük | UH7 | Ulucak 4, VI, DP4 | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh8,,,UH8,UH8,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row145,"133 | Ulucak Höyük | UH8 | Ulucak 15, VI, DP4 | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu04,,,ULU04,ULU04,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row21,"16 | Ulucak Höyük | uhs004 | ULU04 | Ulucak 7, VI | 11590200 | 991 | 2.1000000000000001E-4 | 70.099999999999994 | 2.4000000000000001E-5 | 0",final,,Ulucak Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu06,,,ULU06,ULU06,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row22,"17 | Ulucak Höyük | uhs006 | ULU06 | Ulucak 16, VI | 10440876 | 1404 | 3.3E-4 | 85.5 | 4.1999999999999998E-5 | 0",final,,Ulucak Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu09,,,ULU09,ULU09,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row23,18 | Ulucak Höyük | uhs009 | ULU09 | NA | 26735725 | 5004 | 7.7999999999999999E-4 | 74.900000000000006 | 1.3100000000000001E-4 | 1.3100000000000001E-2,final,,Ulucak Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu12,,,ULU12,ULU12,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row71 || Sheet1!row24,"61 | Ulucak Höyük | ULU12 | Ulucak 8, VI, Astv | 7000-6500 BCE | 3 | B || 19 | Ulucak Höyük | uhs012 | ULU12 | Ulucak 8, VI, Astv | 12464722 | 98615 | 9.1000000000000004E-3 | 60.4 | 2.104E-3 | 0.13550000000000001",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu16,,,ULU16,ULU16,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row25,"20 | Ulucak Höyük | uhs016 | ULU16 | Ulucak 2, VI, Astr | 15986774 | 2142 | 9.6000000000000002E-4 | 64.599999999999994 | 4.6999999999999997E-5 | 6.4000000000000003E-3",final,,Ulucak Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu23,,,ULU23,ULU23,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row83 || Sheet1!row26,"71 | Ulucak Höyük | ULU23 | Ulucak 19, IV, HM | 6000- 5700/5600 BCE | 1 | B || 21 | Ulucak Höyük | uhs023 | ULU23 | Ulucak 19, IV, HM | 8440745 | 184134 | 2.5360000000000001E-2 | 60.6 | 3.8679999999999999E-3 | 0.1295",final,,Ulucak Höyük,,,,6000- 5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu26,,,ULU26,ULU26,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row81 || Sheet1!row27 || Sheet1!row28,"69 | Ulucak Höyük | ULU26 | Ulucak 3, VI, M3 | 6850-6500 BCE | 2 | B || 22 | Ulucak Höyük | uhs026 | ULU26 | Ulucak 3, VI, M3 | 18816066 | 22817 | 2.5899999999999999E-3 | 58.9 | 4.5300000000000001E-4 | 7.6999999999999999E-2 || uhsc026* | ULU26 | Ulucak 3, VI, M3 | 89046667 | 123186 | 3.7599999999999999E-3 | 72.2 | 3.0349999999999999E-3 | 0.3231",final,,Ulucak Höyük,,,,6850-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu27,,,ULU27,ULU27,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row72 || Sheet1!row29,"62 | Ulucak Höyük | ULU27 | Ulucak 5, VI, MD | 7000-6500 BCE | 2 | E || 23 | Ulucak Höyük | uhs027 | ULU27 | Ulucak 5, VI, MD | 8792111 | 5457 | 1.0399999999999999E-3 | 60.8 | 1.16E-4 | 5.1999999999999998E-3",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu30,,,ULU30,ULU30,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row30,"24 | Ulucak Höyük | uhs030 | ULU30 | L126, 125, 215.36, 215.15, KKL | 13197914 | 826 | 3.6000000000000002E-4 | 77.900000000000006 | 2.1999999999999999E-5 | 9.1000000000000004E-3",final,,Ulucak Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu31*,,,ULU31*,ULU31*,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row73 || Sheet1!row31 || Sheet1!row32,"63 | Ulucak Höyük | ULU31* | L12C, 139, KNU | 6227-6071 cal BCE | 3 | (D)B || 25 | Ulucak Höyük | uhs031 | ULU31 | L12C, 139, KNU | 15367439 | 325243 | 2.5909999999999999E-2 | 53 | 6.0130000000000001E-3 | 9.1600000000000001E-2 || uhsc031* | ULU31 | L12C, 139, KNU | 75840411 | 870949 | 4.8129999999999999E-2 | 58.6 | 1.7590000000000001E-2 | 0.1711",final,,Ulucak Höyük,,,,6227-6071 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu32,,,ULU32,ULU32,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row76 || Sheet1!row33,"64 | Ulucak Höyük | ULU32 | L12D, 168, 215.13, 215.07, LHU | 6500-6000 BCE | 2 | B || 26 | Ulucak Höyük | uhs032 | ULU32 | L12D, 168, 215.13, 215.07, LHU | 14645301 | 1090 | 8.0000000000000004E-4 | 80.5 | 2.9E-5 | 1.9199999999999998E-2",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu34,,,ULU34,ULU34,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row77 || Sheet1!row34,"65 | Ulucak Höyük | ULU34 | L12, ctd, Birim 141, 215.11, 215.08, KOG | 6500-6000 BCE | 3 | B || 27 | Ulucak Höyük | uhs034 | ULU34 | L12, ctd, Birim 141, 215.11, 215.08, KOG | 14256598 | 23868 | 2.9499999999999999E-3 | 54.5 | 4.2200000000000001E-4 | 0.1338",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu36,,,ULU36,ULU36,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row78 || Sheet1!row35,"66 | Ulucak Höyük | ULU36 | L12D, 163,215.16, 215.07, LEB | 6500-6000 BCE | 2 | B || 28 | Ulucak Höyük | uhs036 | ULU36 | L12D, 163, 215.16, 215.07, LEB | 13706310 | 4750 | 1.07E-3 | 61.5 | 9.3999999999999994E-5 | 3.2000000000000002E-3",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu37,,,ULU37,ULU37,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row84 || Sheet1!row36,"72 | Ulucak Höyük | ULU37 | L12, ctd, 94, 215.02, 214.50, LHP | 6500-6000 BCE | 1 | B || 29 | Ulucak Höyük | uhs037 | ULU37 | L12, ctd, 94, 215.02, 214.50, LHP | 13701446 | 3496 | 9.6000000000000002E-4 | 58.3 | 6.7000000000000002E-5 | 2.8999999999999998E-3",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu4,,,ULU4,ULU4,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row79,"67 | Ulucak Höyük | ULU4 | Ulucak 7, VI | 7000-6500 BCE | 3 | B",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu6,,,ULU6,ULU6,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row80,"68 | Ulucak Höyük | ULU6 | Ulucak 16, VI | 7000-6500 BCE | 3 | B",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:ulu9,,,ULU9,ULU9,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row82,"70 | Ulucak Höyük | ULU9 | Ulucak 10, VI, Astv | 7000-6500 BCE | 1 | B",final,,Ulucak Höyük,,,,7000-6500 BCE
