locality,locality_token,profile_name,ranking_status,total_score,evidence_density_signal,chronology_alignment_signal,species_diversity_signal,contextual_support_signal,missingness_penalty,direct_sample_count,distinct_species_count,nearby_context_points,nearby_context_layer_count,temporal_overlap_points,sampling_recommendation_ready,recommendation_posture,ranking_blockers,recommendation_blockers,warning_flags,rationale
Vemmetofte Skovridergård (Zealand),homo_sapiens:aadr:denmark:vemmetofte-skovriderg-rd-zealand:55-2541586-12-2237027,atlas_exploration,downgraded,0.2623,0.4858,0.5,0.3467,0.4361,0.195,1,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4361 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Kainsbakke II (Jutland Region),homo_sapiens:aadr:denmark:kainsbakke-ii-jutland-region:56-433-10-789,atlas_exploration,downgraded,0.2616,0.4858,0.5,0.3467,0.434,0.195,1,1,5,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4340 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Blæsenborgvej (Zealand),homo_sapiens:aadr:denmark:bl-senborgvej-zealand:55-367786-11-331746,atlas_exploration,downgraded,0.2614,0.4858,0.5,0.3467,0.4333,0.195,1,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4333 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Bårse (Zealand/ Bårse),homo_sapiens:aadr:denmark:b-rse-zealand-b-rse:55-01514-11-92048,atlas_exploration,downgraded,0.2612,0.4858,0.5,0.3467,0.4329,0.195,1,1,5,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4329 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Sdr. Trander, Aalborg (Jutland)",homo_sapiens:aadr:denmark:sdr-trander-aalborg-jutland:57-0508547-9-90639486,atlas_exploration,downgraded,0.2608,0.5692,1.0,0.3467,0.2339,0.255,2,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.2339 | missingness penalty=0.2550; ranking status=downgraded | recommendation posture=exploratory_only"
Borremose (Falsters Nørre),homo_sapiens:aadr:denmark:borremose-falsters-n-rre:54-844735-11-914461,atlas_exploration,downgraded,0.2577,0.4858,0.5,0.3467,0.4229,0.195,1,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4229 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Sørup Sø (Sørup Mose) (Falsters Nørre),homo_sapiens:aadr:denmark:s-rup-s-s-rup-mose-falsters-n-rre:54-844881-11-91337,atlas_exploration,downgraded,0.2575,0.4858,0.5,0.3467,0.4223,0.195,1,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4223 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Lauritshoej (Jutland),homo_sapiens:aadr:denmark:lauritshoej-jutland:56-262-10-313,atlas_exploration,downgraded,0.2555,0.4858,0.5,0.3467,0.4167,0.195,1,1,5,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4167 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Lund, Namsos M (Central Norway/ Trøndelag)",homo_sapiens:aadr:norway:lund-namsos-m-central-norway-tr-ndelag:64-769002-11-596496,atlas_exploration,downgraded,0.2549,0.4858,0.5,0.3467,0.415,0.195,1,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4150 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Nymarksgaard (Funen),homo_sapiens:aadr:denmark:nymarksgaard-funen:55-43973-10-6324,atlas_exploration,downgraded,0.2547,0.4858,0.5,0.3467,0.4143,0.195,1,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4143 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Solsem (Central Norway/ Leka, Trøndelag)",homo_sapiens:aadr:norway:solsem-central-norway-leka-tr-ndelag:65-0537443-11-5510834,atlas_exploration,downgraded,0.2547,0.4858,0.5,0.3467,0.4143,0.195,1,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4143 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Oustrup (Tåderup mose) (Fasters Nørre),homo_sapiens:aadr:denmark:oustrup-t-derup-mose-fasters-n-rre:54-81884-11-908778,atlas_exploration,downgraded,0.2542,0.4858,0.5,0.3467,0.4129,0.195,1,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.4129 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Borreby (Zealand Region),homo_sapiens:aadr:denmark:borreby-zealand-region:55-225-11-303,atlas_exploration,downgraded,0.2433,0.5692,1.0,0.3467,0.1841,0.255,2,1,1,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 1 nearby context points across 1 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.1841 | missingness penalty=0.2550; ranking status=downgraded | recommendation posture=exploratory_only"
"Rjoa, Sola (Western Norway/ Rogland)",homo_sapiens:aadr:norway:rjoa-sola-western-norway-rogland:58-900214-5-652246,atlas_exploration,downgraded,0.2431,0.4858,0.5,0.3467,0.3812,0.195,1,1,2,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.3812 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Langø Skaldynge (Funen Region),homo_sapiens:aadr:denmark:lang-skaldynge-funen-region:55-545-10-622,atlas_exploration,downgraded,0.2402,0.4858,0.5,0.3467,0.373,0.195,1,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.3730 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Kumle hoje (Langeland Region),homo_sapiens:aadr:denmark:kumle-hoje-langeland-region:54-89-10-74,atlas_exploration,downgraded,0.2385,0.4858,0.5,0.3467,0.3681,0.195,1,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.3681 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Vendsyssel_Svennum (Jutland),homo_sapiens:aadr:denmark:vendsyssel-svennum-jutland:57-403-9-88,atlas_exploration,downgraded,0.2367,0.4858,1.0,0.3467,0.3342,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.3342 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Nørre Vedby (Falsters Nørre),homo_sapiens:aadr:denmark:n-rre-vedby-falsters-n-rre:54-917876-11-837914,atlas_exploration,downgraded,0.2355,0.4858,0.5,0.3467,0.3594,0.195,1,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.3594 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Hestehavens mose (Jutland),homo_sapiens:aadr:denmark:hestehavens-mose-jutland:57-4219-10-0055,atlas_exploration,downgraded,0.2354,0.4858,1.0,0.3467,0.3305,0.285,1,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.3305 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Elkenoere (Falster),homo_sapiens:aadr:denmark:elkenoere-falster:54-732-11-986,atlas_exploration,downgraded,0.234,0.4858,0.5,0.3467,0.3552,0.195,1,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.3552 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Elkenøre (Falster Region),homo_sapiens:aadr:denmark:elken-re-falster-region:54-732-11-986,atlas_exploration,downgraded,0.234,0.4858,0.5,0.3467,0.3552,0.195,1,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.3552 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Vittrup (Jutland Region),homo_sapiens:aadr:denmark:vittrup-jutland-region:57-391-9-761,atlas_exploration,downgraded,0.2328,0.4858,1.0,0.3467,0.3231,0.285,1,1,1,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 1 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.3231 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Kornum Bro (Jutland),homo_sapiens:aadr:denmark:kornum-bro-jutland:57-32-9-86,atlas_exploration,downgraded,0.225,0.4858,1.0,0.3467,0.3008,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.3008 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Stenum (Jutland),homo_sapiens:aadr:denmark:stenum-jutland:57-32-9-86,atlas_exploration,downgraded,0.225,0.4858,1.0,0.3467,0.3008,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.3008 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Klæsterupholm Mose (Jutland Region),homo_sapiens:aadr:denmark:kl-sterupholm-mose-jutland-region:57-29-10-033,atlas_exploration,downgraded,0.2241,0.4858,1.0,0.3467,0.2984,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.2984 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Vig Femhøve (Zealand Region),homo_sapiens:aadr:denmark:vig-femh-ve-zealand-region:55-856-11-59,atlas_exploration,downgraded,0.2213,0.4858,1.0,0.3467,0.2904,0.285,1,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.2904 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Skafterup Mark (Zealand),homo_sapiens:aadr:denmark:skafterup-mark-zealand:55-2234871-11-5115596,atlas_exploration,downgraded,0.2208,0.4858,1.0,0.3467,0.289,0.285,1,1,1,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 1 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.2890 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
"Aalstrup, Mellergaard (Jutland)",homo_sapiens:aadr:denmark:aalstrup-mellergaard-jutland:57-2789-10-0142,atlas_exploration,downgraded,0.2197,0.4858,1.0,0.3467,0.2858,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.2858 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Hellevad (Jutland),homo_sapiens:aadr:denmark:hellevad-jutland:57-215-10-157,atlas_exploration,downgraded,0.2194,0.4858,1.0,0.3467,0.285,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.2850 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Vibsig Mose (Jutland),homo_sapiens:aadr:denmark:vibsig-mose-jutland:57-3-9-9126,atlas_exploration,downgraded,0.2147,0.4858,1.0,0.3467,0.2714,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.2714 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Lygtebæk (Jutland),homo_sapiens:aadr:denmark:lygteb-k-jutland:57-2577-9-982,atlas_exploration,downgraded,0.2117,0.4858,1.0,0.3467,0.263,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.2630 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Vigsnaes (Lolland),homo_sapiens:aadr:denmark:vigsnaes-lolland:54-89-11-65,atlas_exploration,downgraded,0.2087,0.4858,0.5,0.3467,0.283,0.195,1,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.2830 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Finland, modern",homo_sapiens:aadr:finland:finland-modern:60-2-24-9,atlas_exploration,downgraded,0.2055,0.9025,1.0,0.3467,0.0,0.345,19,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 19 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.9025; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Kaagarden (Langeland Region),homo_sapiens:aadr:denmark:kaagarden-langeland-region:54-85-10-78,atlas_exploration,downgraded,0.2055,0.9025,1.0,0.3467,0.0,0.345,6,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 6 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.9025; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Kaagården (Langelands Sønder),homo_sapiens:aadr:denmark:kaag-rden-langelands-s-nder:54-8495103-10-7660066,atlas_exploration,downgraded,0.2055,0.9025,1.0,0.3467,0.0,0.345,6,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 6 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.9025; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Levanluhta (Isokyro),homo_sapiens:aadr:finland:levanluhta-isokyro:62-948744-22-410146,atlas_exploration,downgraded,0.2055,0.9025,1.0,0.3467,0.0,0.345,8,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 8 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.9025; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Sund (Central Norway/ Trøndelag),homo_sapiens:aadr:norway:sund-central-norway-tr-ndelag:63-8604-11-307,atlas_exploration,downgraded,0.2055,0.9025,1.0,0.3467,0.0,0.345,13,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 13 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.9025; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Trundholm Mose (Zealand/ Ods),homo_sapiens:aadr:denmark:trundholm-mose-zealand-ods:55-883744-11-580068,atlas_exploration,downgraded,0.204,0.4858,1.0,0.3467,0.2408,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.2408 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
"Forlev \Forlev I\"""" (Zealand/ Sorø)",homo_sapiens:aadr:denmark:forlev-forlev-i-zealand-sor:55-376918-11-257325,atlas_exploration,downgraded,0.2021,0.4858,0.5,0.3467,0.264,0.195,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.2640 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Mors (Jutland),homo_sapiens:aadr:denmark:mors-jutland:56-840292-8-728229,atlas_exploration,downgraded,0.1979,0.4858,0.5,0.3467,0.2519,0.195,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.2519 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Vængesø II (Jutland Region),homo_sapiens:aadr:denmark:v-nges-ii-jutland-region:56-146-10-552,atlas_exploration,downgraded,0.1962,0.4858,1.0,0.3467,0.2185,0.285,1,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.2185 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
