site_id,site_name,country,latitude,longitude,source_url,discovery_readiness,chronology_resolved,chronology_interval_count,chronology_record_count,chronology_kind_count,chronology_kinds,bibliography_count,dataset_count,sample_group_count,physical_sample_count,analysis_entity_count,raa_density_context_count,raa_context_role,current_activity_status,discovery_rank
6080,Pellebergs i Älgberget,Sweden,60.6055053123,14.6236696171,https://browser.sead.se/site/6080,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1719
6081,Pellgården i Västanå,Sweden,60.9828327591,15.2017741387,https://browser.sead.se/site/6081,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1720
6082,Peres i Blecket,Sweden,60.9218309157,15.2756803855,https://browser.sead.se/site/6082,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1721
6083,Peres i Vikarbyn,Sweden,60.9098832596,15.0216633825,https://browser.sead.se/site/6083,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1722
6084,PerJons i Vik,Sweden,61.6834852831,16.1903756464,https://browser.sead.se/site/6084,inventory_only,False,0,0,0,[],0,0,0,0,0,3464,coarse_spatial_context_only,not_captured_by_repository_sources,1723
6085,Perols i Nedre Gärdsjö,Sweden,60.9356415519,15.2262010365,https://browser.sead.se/site/6085,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1724
6086,Perols i Övre Gärdsjö,Sweden,60.9325167309,15.246916772,https://browser.sead.se/site/6086,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1725
6087,Persgården,Sweden,58.4512764487,12.7764999143,https://browser.sead.se/site/6087,inventory_only,False,0,0,0,[],0,0,0,0,0,7321,coarse_spatial_context_only,not_captured_by_repository_sources,1726
6088,Persson i Böle,Sweden,63.4794568768,14.2806796474,https://browser.sead.se/site/6088,inventory_only,False,0,0,0,[],0,0,0,0,0,3868,coarse_spatial_context_only,not_captured_by_repository_sources,1727
6089,Persson i Lungre,Sweden,63.2249443028,14.8593381395,https://browser.sead.se/site/6089,inventory_only,False,0,0,0,[],0,0,0,0,0,3868,coarse_spatial_context_only,not_captured_by_repository_sources,1728
6090,Perssons i Borr,Sweden,61.8285788633,16.0469015781,https://browser.sead.se/site/6090,inventory_only,False,0,0,0,[],0,0,0,0,0,3464,coarse_spatial_context_only,not_captured_by_repository_sources,1729
6091,Perstorp kyrka,Sweden,56.1418255928,13.3864777911,https://browser.sead.se/site/6091,inventory_only,False,0,0,0,[],0,0,0,0,0,8912,coarse_spatial_context_only,not_captured_by_repository_sources,1730
6092,Petersenska huset,Sweden,59.3241842091,18.0675605634,https://browser.sead.se/site/6092,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1731
6093,Petter Pers i Flatenberg,Sweden,60.1301256497,15.4219896123,https://browser.sead.se/site/6093,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1732
6094,Petterssons i Norrböle,Sweden,62.9078925877,14.8485398444,https://browser.sead.se/site/6094,inventory_only,False,0,0,0,[],0,0,0,0,0,1940,coarse_spatial_context_only,not_captured_by_repository_sources,1733
6095,Piper Pers i Vålberg,Sweden,60.7066485012,15.2676252326,https://browser.sead.se/site/6095,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1734
6096,Plintsberg,Sweden,60.8142838071,15.0257714354,https://browser.sead.se/site/6096,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1735
6098,Prans i Västbjörka,Sweden,60.9223810498,14.9808918696,https://browser.sead.se/site/6098,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1736
6100,Prostgården,Sweden,60.7233368367,14.9948859512,https://browser.sead.se/site/6100,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1737
6099,Prästgårdsloftet Älvdalen,Sweden,61.2252415651,14.0435205281,https://browser.sead.se/site/6099,inventory_only,False,0,0,0,[],0,0,0,0,0,1202,coarse_spatial_context_only,not_captured_by_repository_sources,1738
6075,Päbul i Östnor,Sweden,61.0279546291,14.4932817945,https://browser.sead.se/site/6075,inventory_only,False,0,0,0,[],0,0,0,0,0,1202,coarse_spatial_context_only,not_captured_by_repository_sources,1739
6097,Pörte i Burängsberget,Sweden,60.2593978727,14.2055049744,https://browser.sead.se/site/6097,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1740
6101,Ragunda gamla kyrka,Sweden,63.1080374182,16.3684039209,https://browser.sead.se/site/6101,inventory_only,False,0,0,0,[],0,0,0,0,0,1855,coarse_spatial_context_only,not_captured_by_repository_sources,1741
6102,Rankhyttan,Sweden,60.4747538819,15.7220444669,https://browser.sead.se/site/6102,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1742
6103,Ransbergs kyrka,Sweden,58.4584611861,14.2515818141,https://browser.sead.se/site/6103,inventory_only,False,0,0,0,[],0,0,0,0,0,3815,coarse_spatial_context_only,not_captured_by_repository_sources,1743
6104,Rapptorpen,Sweden,63.3402382491,14.8612323781,https://browser.sead.se/site/6104,inventory_only,False,0,0,0,[],0,0,0,0,0,3868,coarse_spatial_context_only,not_captured_by_repository_sources,1744
6107,Renbergs i Öje,Sweden,61.7178930464,16.1648361726,https://browser.sead.se/site/6107,inventory_only,False,0,0,0,[],0,0,0,0,0,3464,coarse_spatial_context_only,not_captured_by_repository_sources,1745
6108,Resare-Olssons i Västberg,Sweden,60.8039983887,15.0460502882,https://browser.sead.se/site/6108,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1746
6316,Reutersberg,Sweden,59.4087370987,15.9822155008,https://browser.sead.se/site/6316,inventory_only,False,0,0,0,[],0,0,0,0,0,3873,coarse_spatial_context_only,not_captured_by_repository_sources,1747
6109,Ribetua gård,Sweden,55.7588038635,13.5557559587,https://browser.sead.se/site/6109,inventory_only,False,0,0,0,[],0,0,0,0,0,6654,coarse_spatial_context_only,not_captured_by_repository_sources,1748
6317,Ringestena,Sweden,57.5333960116,13.0251907475,https://browser.sead.se/site/6317,inventory_only,False,0,0,0,[],0,0,0,0,0,8587,coarse_spatial_context_only,not_captured_by_repository_sources,1749
6110,Ringsta,Sweden,63.4022872972,14.7476086853,https://browser.sead.se/site/6110,inventory_only,False,0,0,0,[],0,0,0,0,0,3868,coarse_spatial_context_only,not_captured_by_repository_sources,1750
6318,Ringsö,Sweden,58.7261656568,17.4528987314,https://browser.sead.se/site/6318,inventory_only,False,0,0,0,[],0,0,0,0,0,4303,coarse_spatial_context_only,not_captured_by_repository_sources,1751
6111,Ripsa kyrka,Sweden,58.9821152462,16.9318337286,https://browser.sead.se/site/6111,inventory_only,False,0,0,0,[],0,0,0,0,0,12413,coarse_spatial_context_only,not_captured_by_repository_sources,1752
6112,Risaloftet,Sweden,60.7821382465,15.1062879408,https://browser.sead.se/site/6112,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1753
6113,Rombins i Östnor,Sweden,61.0279546291,14.4932817945,https://browser.sead.se/site/6113,inventory_only,False,0,0,0,[],0,0,0,0,0,1202,coarse_spatial_context_only,not_captured_by_repository_sources,1754
6114,Romson-gården i Noret,Sweden,61.0040547891,14.597087243,https://browser.sead.se/site/6114,inventory_only,False,0,0,0,[],0,0,0,0,0,1202,coarse_spatial_context_only,not_captured_by_repository_sources,1755
6115,Rosenvingeska huset,Sweden,55.606859889,12.9980096213,https://browser.sead.se/site/6115,inventory_only,False,0,0,0,[],0,0,0,0,0,1226,coarse_spatial_context_only,not_captured_by_repository_sources,1756
5656,Roslättsgård,Sweden,55.532951,13.215774,https://browser.sead.se/site/5656,inventory_only,False,0,0,0,[],0,0,0,0,0,6654,coarse_spatial_context_only,not_captured_by_repository_sources,1757
6116,Roth i Sterte,Sweden,60.3184519442,16.6924447579,https://browser.sead.se/site/6116,inventory_only,False,0,0,0,[],0,0,0,0,0,4239,coarse_spatial_context_only,not_captured_by_repository_sources,1758
5676,RTM Buxabygd,Sweden,56.821306,14.109528,https://browser.sead.se/site/5676,inventory_only,False,0,0,0,[],0,0,0,0,0,10817,coarse_spatial_context_only,not_captured_by_repository_sources,1759
6354,Rumskulla 234:1,Sweden,57.69207636,15.49379536,https://browser.sead.se/site/6354,inventory_only,False,0,0,0,[],0,0,0,0,0,4004,coarse_spatial_context_only,not_captured_by_repository_sources,1760
6117,Runtuna kyrka,Sweden,58.8911413748,17.0440810676,https://browser.sead.se/site/6117,inventory_only,False,0,0,0,[],0,0,0,0,0,4303,coarse_spatial_context_only,not_captured_by_repository_sources,1761
6118,Rutå Lars Rutån,Sweden,60.4922867925,14.3078871327,https://browser.sead.se/site/6118,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1762
6119,Ryds herrgård,Sweden,58.4099100989,15.5632551194,https://browser.sead.se/site/6119,inventory_only,False,0,0,0,[],0,0,0,0,0,9863,coarse_spatial_context_only,not_captured_by_repository_sources,1763
6120,Ryttartorpet,Sweden,58.4169981693,15.5159524142,https://browser.sead.se/site/6120,inventory_only,False,0,0,0,[],0,0,0,0,0,9863,coarse_spatial_context_only,not_captured_by_repository_sources,1764
6121,Ryttartorpet bod,Sweden,57.8826004646,15.338333737,https://browser.sead.se/site/6121,inventory_only,False,0,0,0,[],0,0,0,0,0,4004,coarse_spatial_context_only,not_captured_by_repository_sources,1765
6122,Ryttartorpet fähus,Sweden,57.8826004646,15.338333737,https://browser.sead.se/site/6122,inventory_only,False,0,0,0,[],0,0,0,0,0,4004,coarse_spatial_context_only,not_captured_by_repository_sources,1766
6123,Ryttartorpet tröskloge,Sweden,57.8826004646,15.338333737,https://browser.sead.se/site/6123,inventory_only,False,0,0,0,[],0,0,0,0,0,4004,coarse_spatial_context_only,not_captured_by_repository_sources,1767
6105,Rättviks kyrka,Sweden,60.8908528363,15.096551947,https://browser.sead.se/site/6105,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1768
6106,Rävinge kyrka,Sweden,56.7996205576,12.7251922287,https://browser.sead.se/site/6106,inventory_only,False,0,0,0,[],0,0,0,0,0,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1769
6137,S'Ers-gården i Österby,Sweden,60.6666207414,16.5313359321,https://browser.sead.se/site/6137,inventory_only,False,0,0,0,[],0,0,0,0,0,4239,coarse_spatial_context_only,not_captured_by_repository_sources,1770
6124,Sahréns i Färnäs,Sweden,60.9969222743,14.6269240709,https://browser.sead.se/site/6124,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1771
6125,Sala sockenkyrka,Sweden,59.9321291945,16.6174792956,https://browser.sead.se/site/6125,inventory_only,False,0,0,0,[],0,0,0,0,0,15126,coarse_spatial_context_only,not_captured_by_repository_sources,1772
6127,Saltosas i Klappsta,Sweden,60.322052271,16.8005236927,https://browser.sead.se/site/6127,inventory_only,False,0,0,0,[],0,0,0,0,0,4239,coarse_spatial_context_only,not_captured_by_repository_sources,1773
6128,Samlängan Hjältanstorp,Sweden,62.3464763001,16.3698295127,https://browser.sead.se/site/6128,inventory_only,False,0,0,0,[],0,0,0,0,0,1674,coarse_spatial_context_only,not_captured_by_repository_sources,1774
6129,Sandvikshärbret,Sweden,61.9868789712,16.0481853171,https://browser.sead.se/site/6129,inventory_only,False,0,0,0,[],0,0,0,0,0,3464,coarse_spatial_context_only,not_captured_by_repository_sources,1775
6408,Sankt Johannes 96:1,Sweden,58.59103461,16.18404607,https://browser.sead.se/site/6408,inventory_only,False,0,0,0,[],0,0,0,0,0,12413,coarse_spatial_context_only,not_captured_by_repository_sources,1776
6130,Sankt Petri Kyrka,Sweden,55.6069285875,13.0033248081,https://browser.sead.se/site/6130,inventory_only,False,0,0,0,[],0,0,0,0,0,6654,coarse_spatial_context_only,not_captured_by_repository_sources,1777
6131,Sankta Karins kapell,Sweden,59.3950868935,15.8364939219,https://browser.sead.se/site/6131,inventory_only,False,0,0,0,[],0,0,0,0,0,3873,coarse_spatial_context_only,not_captured_by_repository_sources,1778
6132,Sannagård i Sillerbo,Sweden,61.8796593423,15.9763542847,https://browser.sead.se/site/6132,inventory_only,False,0,0,0,[],0,0,0,0,0,1607,coarse_spatial_context_only,not_captured_by_repository_sources,1779
6133,Sarasgården Isala,Sweden,60.7720573452,15.9424896931,https://browser.sead.se/site/6133,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1780
6136,Selens fäbod,Sweden,60.8039225699,14.3704143123,https://browser.sead.se/site/6136,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1781
6138,Sibbolängena i Nedre Gärdsjö,Sweden,60.9354398446,15.2339124462,https://browser.sead.se/site/6138,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1782
6421,Sigtuna 195:1,Sweden,59.61577079,17.71960505,https://browser.sead.se/site/6421,inventory_only,False,0,0,0,[],0,0,0,0,0,27450,coarse_spatial_context_only,not_captured_by_repository_sources,1783
6321,Silje,Sweden,63.2413568393,14.4302797057,https://browser.sead.se/site/6321,inventory_only,False,0,0,0,[],0,0,0,0,0,3868,coarse_spatial_context_only,not_captured_by_repository_sources,1784
6386,Silvåkra 10:1,Sweden,55.70755362,13.51516416,https://browser.sead.se/site/6386,inventory_only,False,0,0,0,[],0,0,0,0,0,6654,coarse_spatial_context_only,not_captured_by_repository_sources,1785
6139,Sjöbloms i Gärde,Sweden,62.9586201817,14.4908903469,https://browser.sead.se/site/6139,inventory_only,False,0,0,0,[],0,0,0,0,0,1940,coarse_spatial_context_only,not_captured_by_repository_sources,1786
6140,Sjösås gamla kyrka,Sweden,57.0688010434,15.0566662643,https://browser.sead.se/site/6140,inventory_only,False,0,0,0,[],0,0,0,0,0,4004,coarse_spatial_context_only,not_captured_by_repository_sources,1787
6141,Skagerholms gård,Sweden,58.9549947768,14.3875718797,https://browser.sead.se/site/6141,inventory_only,False,0,0,0,[],0,0,0,0,0,3815,coarse_spatial_context_only,not_captured_by_repository_sources,1788
6144,Skalunda kyrka,Sweden,58.5510580198,13.0075281953,https://browser.sead.se/site/6144,inventory_only,False,0,0,0,[],0,0,0,0,0,10501,coarse_spatial_context_only,not_captured_by_repository_sources,1789
6146,Skanör Stubbamölla,Sweden,55.414108939,12.8425094595,https://browser.sead.se/site/6146,inventory_only,False,0,0,0,[],0,0,0,0,0,1226,coarse_spatial_context_only,not_captured_by_repository_sources,1790
6147,Skog-gard i Nusnäs,Sweden,60.9589628963,14.6468312521,https://browser.sead.se/site/6147,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1791
6148,Skom Lars i Tällberg,Sweden,60.8188112081,14.995992178,https://browser.sead.se/site/6148,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1792
6149,Skommars i Heden,Sweden,60.8797361939,13.3853603646,https://browser.sead.se/site/6149,inventory_only,False,0,0,0,[],0,0,0,0,0,5468,coarse_spatial_context_only,not_captured_by_repository_sources,1793
6151,Skottsbergska gården,Sweden,56.1743993607,14.8589068537,https://browser.sead.se/site/6151,inventory_only,False,0,0,0,[],0,0,0,0,0,10817,coarse_spatial_context_only,not_captured_by_repository_sources,1794
6153,Skraders i Ribbåsen,Sweden,61.3283628833,14.0560168816,https://browser.sead.se/site/6153,inventory_only,False,0,0,0,[],0,0,0,0,0,1202,coarse_spatial_context_only,not_captured_by_repository_sources,1795
6152,Skräddars,Sweden,61.9102280194,17.1847622226,https://browser.sead.se/site/6152,inventory_only,False,0,0,0,[],0,0,0,0,0,2270,coarse_spatial_context_only,not_captured_by_repository_sources,1796
6142,Skäggalösa Norregård,Sweden,56.7490874266,14.6215249186,https://browser.sead.se/site/6142,inventory_only,False,0,0,0,[],0,0,0,0,0,10817,coarse_spatial_context_only,not_captured_by_repository_sources,1797
6455,Skällvik 222:1,Sweden,58.44152578,16.59831671,https://browser.sead.se/site/6455,inventory_only,False,0,0,0,[],0,0,0,0,0,12413,coarse_spatial_context_only,not_captured_by_repository_sources,1798
6145,Skälvums kyrka,Sweden,58.510983146,13.4056337593,https://browser.sead.se/site/6145,inventory_only,False,0,0,0,[],0,0,0,0,0,10501,coarse_spatial_context_only,not_captured_by_repository_sources,1799
6404,Skänninge 52,Sweden,58.4001775,15.09879201,https://browser.sead.se/site/6404,inventory_only,False,0,0,0,[],0,0,0,0,0,9863,coarse_spatial_context_only,not_captured_by_repository_sources,1800
6411,Skänninge 5:1,Sweden,58.39530401,15.08668195,https://browser.sead.se/site/6411,inventory_only,False,0,0,0,[],0,0,0,0,0,9863,coarse_spatial_context_only,not_captured_by_repository_sources,1801
6143,Skålö,Sweden,60.5649806178,14.2960096104,https://browser.sead.se/site/6143,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1802
6150,Skörstorps kyrka,Sweden,58.1257840498,13.7320640997,https://browser.sead.se/site/6150,inventory_only,False,0,0,0,[],0,0,0,0,0,10501,coarse_spatial_context_only,not_captured_by_repository_sources,1803
5660,Slättåkra,Sweden,57.392766,15.272517,https://browser.sead.se/site/5660,inventory_only,False,0,0,0,[],0,0,0,0,0,4004,coarse_spatial_context_only,not_captured_by_repository_sources,1804
6155,Smedja Nusnäs Zorns gammelgård,Sweden,60.9589628963,14.6468312521,https://browser.sead.se/site/6155,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1805
6156,Smedjan i Läde,Sweden,61.0458044244,14.3490882391,https://browser.sead.se/site/6156,inventory_only,False,0,0,0,[],0,0,0,0,0,1202,coarse_spatial_context_only,not_captured_by_repository_sources,1806
6157,Smedjegatan 22,Sweden,57.7818698925,14.1726718261,https://browser.sead.se/site/6157,inventory_only,False,0,0,0,[],0,0,0,0,0,8067,coarse_spatial_context_only,not_captured_by_repository_sources,1807
6158,Smens i Yg,Sweden,61.7876967051,15.9065006623,https://browser.sead.se/site/6158,inventory_only,False,0,0,0,[],0,0,0,0,0,1607,coarse_spatial_context_only,not_captured_by_repository_sources,1808
6159,Smensgård i Torrbergsbo,Sweden,61.4288597745,15.9366899529,https://browser.sead.se/site/6159,inventory_only,False,0,0,0,[],0,0,0,0,0,1607,coarse_spatial_context_only,not_captured_by_repository_sources,1809
6154,Smälingsgården,Sweden,58.0286263674,13.1666036202,https://browser.sead.se/site/6154,inventory_only,False,0,0,0,[],0,0,0,0,0,10501,coarse_spatial_context_only,not_captured_by_repository_sources,1810
26,Snöstorp Raä 106,Sweden,56.6391666663,12.9308333337,https://browser.sead.se/site/26,inventory_only,False,0,0,0,[],0,0,0,0,0,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1811
6164,Solna kyrka,Sweden,59.3530151653,18.0240036196,https://browser.sead.se/site/6164,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1812
6165,Solna kyrka ladan,Sweden,59.3530159805,18.0247428025,https://browser.sead.se/site/6165,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1813
6166,Solumnshamn,Sweden,62.5607537531,17.9493161352,https://browser.sead.se/site/6166,inventory_only,False,0,0,0,[],0,0,0,0,0,3577,coarse_spatial_context_only,not_captured_by_repository_sources,1814
6167,Solviks i kyrkbyn Boda,Sweden,61.0103147209,15.2131381023,https://browser.sead.se/site/6167,inventory_only,False,0,0,0,[],0,0,0,0,0,1607,coarse_spatial_context_only,not_captured_by_repository_sources,1815
6169,Sommarlagård Hjältanstorp,Sweden,62.3464763001,16.3698295127,https://browser.sead.se/site/6169,inventory_only,False,0,0,0,[],0,0,0,0,0,1674,coarse_spatial_context_only,not_captured_by_repository_sources,1816
6170,Sonaboda,Sweden,56.3075413052,13.9015710934,https://browser.sead.se/site/6170,inventory_only,False,0,0,0,[],0,0,0,0,0,8912,coarse_spatial_context_only,not_captured_by_repository_sources,1817
6173,Sosserladan Fåsås,Sweden,60.9667757931,14.8013381755,https://browser.sead.se/site/6173,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1818
6174,Sotarskärsviken i Ältebo,Sweden,60.5344867068,16.5415482426,https://browser.sead.se/site/6174,inventory_only,False,0,0,0,[],0,0,0,0,0,4239,coarse_spatial_context_only,not_captured_by_repository_sources,1819
6176,Sparreska palatset,Sweden,59.3245021547,18.0635978,https://browser.sead.se/site/6176,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1820
6177,Sparrgården i Indor,Sweden,61.136686024,14.4130664216,https://browser.sead.se/site/6177,inventory_only,False,0,0,0,[],0,0,0,0,0,1202,coarse_spatial_context_only,not_captured_by_repository_sources,1821
6178,Sparvgården i Backa,Sweden,60.9273501286,15.1171939206,https://browser.sead.se/site/6178,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1822
5651,Spinkarp,Sweden,58.067832,14.756769,https://browser.sead.se/site/5651,inventory_only,False,0,0,0,[],0,0,0,0,0,3815,coarse_spatial_context_only,not_captured_by_repository_sources,1823
6179,Spinkarps gård,Sweden,58.0678497078,14.7566159048,https://browser.sead.se/site/6179,inventory_only,False,0,0,0,[],0,0,0,0,0,3815,coarse_spatial_context_only,not_captured_by_repository_sources,1824
6180,Sporrakulla,Sweden,56.287862408,14.2417622949,https://browser.sead.se/site/6180,inventory_only,False,0,0,0,[],0,0,0,0,0,10817,coarse_spatial_context_only,not_captured_by_repository_sources,1825
6181,Staffans i Åsen,Sweden,61.2742507835,13.8196064815,https://browser.sead.se/site/6181,inventory_only,False,0,0,0,[],0,0,0,0,0,634,coarse_spatial_context_only,not_captured_by_repository_sources,1826
6182,Staffas i Nedre Gärdsjö,Sweden,60.9356415519,15.2262010365,https://browser.sead.se/site/6182,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1827
6183,Staffas i Ovanmyra,Sweden,61.0018321457,15.2232693952,https://browser.sead.se/site/6183,inventory_only,False,0,0,0,[],0,0,0,0,0,1607,coarse_spatial_context_only,not_captured_by_repository_sources,1828
6185,Stall Fudal Zorns gammelgård,Sweden,60.9546100798,14.7074379521,https://browser.sead.se/site/6185,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1829
6186,Stall i Grönlokshol,Sweden,60.9652788982,14.681021488,https://browser.sead.se/site/6186,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1830
6187,Stall i Noret,Sweden,61.0046137956,14.5889436553,https://browser.sead.se/site/6187,inventory_only,False,0,0,0,[],0,0,0,0,0,1202,coarse_spatial_context_only,not_captured_by_repository_sources,1831
6188,Stall Sturhans i Fåsås,Sweden,60.9667757931,14.8013381755,https://browser.sead.se/site/6188,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1832
6189,Stavsholmen,Sweden,59.4941787111,16.2626466743,https://browser.sead.se/site/6189,inventory_only,False,0,0,0,[],0,0,0,0,0,15126,coarse_spatial_context_only,not_captured_by_repository_sources,1833
6190,Stavsjöbodarna,Sweden,62.2372850845,15.2475880697,https://browser.sead.se/site/6190,inventory_only,False,0,0,0,[],0,0,0,0,0,1173,coarse_spatial_context_only,not_captured_by_repository_sources,1834
6191,Steninge kyrka,Sweden,56.7825637329,12.6774054215,https://browser.sead.se/site/6191,inventory_only,False,0,0,0,[],0,0,0,0,0,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1835
6323,Stensmålen,Sweden,58.1927456198,15.6932569099,https://browser.sead.se/site/6323,inventory_only,False,0,0,0,[],0,0,0,0,0,9863,coarse_spatial_context_only,not_captured_by_repository_sources,1836
6192,Sticko Erik Perssons gård i Färnäs,Sweden,60.9969222743,14.6269240709,https://browser.sead.se/site/6192,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1837
6422,Stockholm 103:1,Sweden,59.32661935,18.07138803,https://browser.sead.se/site/6422,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1838
6416,Stockholm 704,Sweden,59.32817981,18.06970369,https://browser.sead.se/site/6416,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1839
6417,Stockholm 705,Sweden,59.32817229,18.0697338,https://browser.sead.se/site/6417,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1840
6418,Stockholm 706,Sweden,59.32821798,18.06963609,https://browser.sead.se/site/6418,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1841
6420,Stockholm 707,Sweden,59.32820726,18.06968883,https://browser.sead.se/site/6420,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1842
6419,Stockholm 709,Sweden,59.32826153,18.06978144,https://browser.sead.se/site/6419,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1843
6415,Stockholm 710,Sweden,59.32822936,18.06984267,https://browser.sead.se/site/6415,inventory_only,False,0,0,0,[],0,0,0,0,0,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1844
6193,Stockholmsgården i Gåda,Sweden,62.0671780916,15.7846959453,https://browser.sead.se/site/6193,inventory_only,False,0,0,0,[],0,0,0,0,0,1173,coarse_spatial_context_only,not_captured_by_repository_sources,1845
6194,Stora Bråmåmyr i Nusnäs,Sweden,60.9613579458,14.6564444152,https://browser.sead.se/site/6194,inventory_only,False,0,0,0,[],0,0,0,0,0,1731,coarse_spatial_context_only,not_captured_by_repository_sources,1846
6195,Stora Gårda Herrgård,Sweden,57.6982932924,12.0070608592,https://browser.sead.se/site/6195,inventory_only,False,0,0,0,[],0,0,0,0,0,8569,coarse_spatial_context_only,not_captured_by_repository_sources,1847
6375,Stora Malm 229:1,Sweden,58.96721704,16.25558395,https://browser.sead.se/site/6375,inventory_only,False,0,0,0,[],0,0,0,0,0,12413,coarse_spatial_context_only,not_captured_by_repository_sources,1848
6196,Stora Skedelid,Sweden,58.5916968365,13.3821246871,https://browser.sead.se/site/6196,inventory_only,False,0,0,0,[],0,0,0,0,0,10501,coarse_spatial_context_only,not_captured_by_repository_sources,1849
6197,Stora skedvi kyrka,Sweden,60.4066509806,15.8045624727,https://browser.sead.se/site/6197,inventory_only,False,0,0,0,[],0,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1850
