feature_id,evidence_row_id,site_record_id,species_latin_name,species_common_name,animal_scope,support_class,support_note,locality,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_basis,coordinate_confidence,geocoding_method,geocoder_or_gazetteer,confidence_rationale,original_place_text,resolved_place_text,coordinate_source_artifact_path,coordinate_source_locator,coordinate_supplementary_source,coordinate_support_gap_note,chronology,project_accessions,primary_project_accession,sample_record_ids,sample_group_ids,source_native_taxon_labels,source_native_tax_ids,source_native_scientific_names,taxon_alignment_statuses,sample_count,sample_namespace,inclusion_statuses,inclusion_notes,paper_title,paper_doi,publication_year,journal_title,paper_url,supplementary_sources,source_artifact_path,source_artifact_kind,source_locator,source_support_status,exact_source_text,nordic_inclusion,nordic_inclusion_reason,interpretation_note
animal-atlas-feature:capra-hircus-locality-prjeb90261-buracas-lapalma,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-buracas-lapalma,capra_hircus:locality:prjeb90261:buracas:lapalma,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,Buracas,La Palma,28.7924,-17.9765,28.792400000000001,-17.976500000000001,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Buracas,Buracas,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row7,,,"{'original_text': '6th - 8th centuries CE (SU15)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:pgull-2201,PRJEB90261,,,,not_reported,1,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row7,supplementary_table_row,5 | CHIC-0005 | PGULL-2201 | LLD-1404 | La_Palma | Buracas | 28.792400000000001 | -17.976500000000001 | 6th - 8th centuries CE (SU15) | Yes | No | No | 0.14019999999999999 | 80.254999999999995 | 0.29023100000000002 | 28732 | 1 | 129.85300000000001 | Yes | A8 | - | 1 | 111.098 | Yes | Reference | 3.0,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:capra-hircus-locality-prjeb90261-caserones-grancanaria,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-caserones-grancanaria,capra_hircus:locality:prjeb90261:caserones:grancanaria,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,Caserones,Gran Canaria,28.002674,-15.813492,28.002673999999999,-15.813492,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Caserones,Caserones,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row30,,,"{'original_text': '13th - 14th centuries CE (SU13)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:pgull-2144;capra_hircus:sample:prjeb90261:pgull-2145,PRJEB90261,,,,not_reported,2,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row30,supplementary_table_row,28 | CHIC-0029 | PGULL-2144 | LLD-1396 | Gran_Canaria | Caserones | 28.002673999999999 | -15.813492 | 13th - 14th centuries CE (SU13) | Yes | No | Yes | 2.5360000000000001E-2 | 44.540799999999997 | 0.127273 | 5971 | 0.99735600000000002 | 15.7836 | Yes | A8 | - | 1 | 12.994199999999999 | No | - | 3.4,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:capra-hircus-locality-prjeb90261-cuevadebencomo-tenerife,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-cuevadebencomo-tenerife,capra_hircus:locality:prjeb90261:cuevadebencomo:tenerife,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,Cueva de Bencomo,Tenerife,28.4071,-16.5061,28.4071,-16.5061,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Cueva de Bencomo,Cueva de Bencomo,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row21,,,"{'original_text': '7th - 11th centuries CE (SU2)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:pgull-1786,PRJEB90261,,,,not_reported,1,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row21,supplementary_table_row,19 | CHIC-0019 | PGULL-1786 | LLD-0893 | Tenerife | Cueva de Bencomo | 28.4071 | -16.5061 | 7th - 11th centuries CE (SU2) | Yes | Yes | Yes | 2.9399999999999999E-2 | 45.2318 | 0.24329200000000001 | 28375 | 1 | 75.704400000000007 | Yes | A8a |  3194A 6330A | 1 | 64.469899999999996 | Yes | 15898A [164,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:capra-hircus-locality-prjeb90261-cuevadelaherradura-elhierro,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-cuevadelaherradura-elhierro,capra_hircus:locality:prjeb90261:cuevadelaherradura:elhierro,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,Cueva de la Herradura,El Hierro,27.640201,-17.989809,27.640201000000001,-17.989809000000001,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Cueva de la Herradura,Cueva de la Herradura,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row3,,,"{'original_text': '3rd - 4th centuries CE (SU110)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:pgull-1962;capra_hircus:sample:prjeb90261:pgull-1965;capra_hircus:sample:prjeb90261:pgull-2202,PRJEB90261,,,,not_reported,3,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row3,supplementary_table_row,1 | CHIC-0001 | PGULL-1962 | LLD-1062 | El_Hierro | Cueva de la Herradura | 27.640201000000001 | -17.989809000000001 | 3rd - 4th centuries CE (SU110) | Yes | No | Yes | 2.8199999999999999E-2 | 42.401299999999999 | 0.103161 | 16194 | 0.99399099999999996 | 40.857399999999998 | Yes | A8a | - | 0.919209,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:capra-hircus-locality-prjeb90261-cuevadevillaverde-fuerteventura,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-cuevadevillaverde-fuerteventura,capra_hircus:locality:prjeb90261:cuevadevillaverde:fuerteventura,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,Cueva de Villaverde,Fuerteventura,28.637196,-13.899854,28.637195999999999,-13.899853999999999,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Cueva de Villaverde,Cueva de Villaverde,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row40,,,"{'original_text': '6th - 12th centuries CE (site)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:pgull-1233;capra_hircus:sample:prjeb90261:pgull-1235;capra_hircus:sample:prjeb90261:pgull-1236;capra_hircus:sample:prjeb90261:pgull-1238;capra_hircus:sample:prjeb90261:pgull-1239;capra_hircus:sample:prjeb90261:pgull-1240;capra_hircus:sample:prjeb90261:pgull-1241;capra_hircus:sample:prjeb90261:pgull-1244;capra_hircus:sample:prjeb90261:pgull-1246;capra_hircus:sample:prjeb90261:pgull-1247;capra_hircus:sample:prjeb90261:pgull-1249;capra_hircus:sample:prjeb90261:pgull-1251;capra_hircus:sample:prjeb90261:pgull-1256,PRJEB90261,,,,not_reported,13,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row40,supplementary_table_row,38 | CHIC-0038 | PGULL-1233 | LLD-0478 | Fuerteventura | Cueva de Villaverde | 28.637195999999999 | -13.899853999999999 | 6th - 12th centuries CE (site) | Yes | No | No | 8.77E-3 | 42.529200000000003 | 0.27191300000000002 | 10258 | 0.99050700000000003 | 25.663900000000002 | No | A8  |  10586T | 0.93,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:capra-hircus-locality-prjeb90261-cuevasdeherreragonzlez-lagomera,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-cuevasdeherreragonzlez-lagomera,capra_hircus:locality:prjeb90261:cuevasdeherreragonzlez:lagomera,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,Cuevas de Herrera González,La Gomera,28.174384,-17.323679,28.174384,-17.323678999999998,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Cuevas de Herrera González,Cuevas de Herrera González,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row20,,,"{'original_text': '15th century CE (SU6)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:pgull-0529,PRJEB90261,,,,not_reported,1,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row20,supplementary_table_row,18 | CHIC-0018 | PGULL-0529 | LLD-0471 | La_Gomera | Cuevas de Herrera González | 28.174384 | -17.323678999999998 | 15th century CE (SU6) | Yes | Yes | Yes | 2.5270000000000001E-2 | 49.3108 | 0.228326 | 106005 | 1 | 306.40699999999998 | Yes | A8a |  15120A | 1 | 279.37599999999998 | Yes | [16498dC],false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:capra-hircus-locality-prjeb90261-elchorrillo-tenerife,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-elchorrillo-tenerife,capra_hircus:locality:prjeb90261:elchorrillo:tenerife,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,El Chorrillo,Tenerife,28.422,-16.3133,28.422000000000001,-16.313300000000002,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,El Chorrillo,El Chorrillo,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row24,,,"{'original_text': '13th - 14th centuries CE (SU8)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:pgull-2220,PRJEB90261,,,,not_reported,1,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row24,supplementary_table_row,22 | CHIC-0022 | PGULL-2220 | LLD-1419 | Tenerife | El Chorrillo | 28.422000000000001 | -16.313300000000002 | 13th - 14th centuries CE (SU8) | Yes | No | No | 1.7559999999999999E-2 | 54.974299999999999 | 8.9034500000000003E-2 | 31227 | 1 | 102.53400000000001 | Yes | A8 |  7136G 8060C 8824C | 1 | 87.,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:capra-hircus-locality-prjeb90261-ellomitodelmedio-lagomera,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-ellomitodelmedio-lagomera,capra_hircus:locality:prjeb90261:ellomitodelmedio:lagomera,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,El Lomito del Medio,La Gomera,28.085573,-17.149227,28.085573,-17.149227,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,El Lomito del Medio,El Lomito del Medio,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row12,,,"{'original_text': '7th - 8th centuries CE (SU2)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:pgull-0515;capra_hircus:sample:prjeb90261:pgull-0518;capra_hircus:sample:prjeb90261:pgull-0523,PRJEB90261,,,,not_reported,3,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row12,supplementary_table_row,10 | CHIC-0010 | PGULL-0515 | LLD-0093 | La_Gomera | El Lomito del Medio | 28.085573 | -17.149227 | 7th - 8th centuries CE (SU2) | Yes | Yes | Yes | 1.17E-3 | 41.489100000000001 | 0.268293 | 14129 | 0.99951900000000005 | 33.457999999999998 | Yes | A8a | - | 0.99505399999999999 | 26.884599999999999 |,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:capra-hircus-locality-prjeb90261-elportaln-burgos,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-elportaln-burgos,capra_hircus:locality:prjeb90261:elportaln:burgos,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,El Portalón,Burgos,42.2853,-3.8335,42.285299999999999,-3.8334999999999999,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,El Portalón,El Portalón,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row76,,,"{'original_text': '86-237 cal CE (sample)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:apor012,PRJEB90261,,,,not_reported,1,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row76,supplementary_table_row,74 | CHIC-0074 | APOR012 | APOR012 | Burgos | El Portalón | 42.285299999999999 | -3.8334999999999999 | 86-237 cal CE (sample) | No | No | No | 0.31258613200000002 | 93.120400000000004 | 0.239062 | 6107 | 0.99982000000000004 | 32.772399999999998 | Yes | A4 | 2217T | 0.99752700000000005 | 28.508700000,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:capra-hircus-locality-prjeb90261-eltendal-lapalma,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-eltendal-lapalma,capra_hircus:locality:prjeb90261:eltendal:lapalma,Capra hircus,goat,domesticated_core,accepted,admissible_for_curated_support,El Tendal,La Palma,28.787616,-17.765601,28.787616,-17.765601,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,El Tendal,El Tendal,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,Table S2!row8,,,"{'original_text': '11th - 12th centuries CE (SU104)', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB90261,PRJEB90261,capra_hircus:sample:prjeb90261:pgull-1964;capra_hircus:sample:prjeb90261:pgull-2228;capra_hircus:sample:prjeb90261:pgull-2230,PRJEB90261,,,,not_reported,3,capra_hircus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,Paleogenomic evidence on the temporal continuity of indigenous goat exploitation in the Canary Islands,10.1016/j.isci.2025.113771,2025,iScience,https://doi.org/10.1016/j.isci.2025.113771,,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row8,supplementary_table_row,6 | CHIC-0006 | PGULL-1964 | LLD-1063 | La_Palma | El Tendal | 28.787616 | -17.765601 | 11th - 12th centuries CE (SU104) | Yes | No | Yes | 5.8990000000000001E-2 | 57.763599999999997 | 7.8200599999999995E-2 | 62355 | 1 | 215.51 | Yes | A8a |  851A [1109d 1110d] | 1 | 192.23500000000001 | Yes | Refer,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
